id,Cluster
1,0.0
46,0.0
94,0.0
154,0.0
186,0.0
236,0.0
430,0.0
478,0.0
496,0.0
551,0.0
638,0.0
703,0.0
705,0.0
706,0.0
801,0.0
815,0.0
826,0.0
885,0.0
910,0.0
1096,0.0
1242,0.0
1278,0.0
1290,0.0
1389,0.0
1411,0.0
1485,0.0
1714,0.0
1843,0.0
1990,0.0
30,245.0
106,245.0
299,245.0
302,245.0
374,245.0
480,245.0
550,245.0
612,245.0
695,245.0
702,245.0
820,245.0
837,245.0
904,245.0
913,245.0
920,245.0
925,245.0
935,245.0
978,245.0
1037,245.0
1112,245.0
1156,245.0
1179,245.0
1224,245.0
1238,245.0
1264,245.0
1344,245.0
1435,245.0
1446,245.0
1453,245.0
1525,245.0
1557,245.0
1574,245.0
1587,245.0
1660,245.0
1744,245.0
1780,245.0
1867,245.0
1887,245.0
1897,245.0
1916,245.0
1927,245.0
1959,245.0
1964,245.0
1974,245.0
50,246.0
66,246.0
73,246.0
93,246.0
120,246.0
218,246.0
247,246.0
331,246.0
346,246.0
371,246.0
464,246.0
479,246.0
511,246.0
512,246.0
568,246.0
614,246.0
748,246.0
784,246.0
884,246.0
891,246.0
898,246.0
903,246.0
1013,246.0
1016,246.0
1048,246.0
1067,246.0
1084,246.0
1163,246.0
1257,246.0
1311,246.0
1338,246.0
1348,246.0
1387,246.0
1433,246.0
1563,246.0
1586,246.0
1620,246.0
1937,246.0
1976,246.0
64,247.0
1747,247.0
2976,247.0
2977,247.0
394,248.0
3055,248.0
742,249.0
1046,249.0
3056,249.0
3057,249.0
1954,250.0
3179,250.0
4,185.0
23,185.0
27,185.0
33,185.0
53,185.0
59,185.0
150,185.0
169,185.0
173,185.0
179,185.0
184,185.0
189,185.0
193,185.0
214,185.0
227,185.0
233,185.0
266,185.0
274,185.0
283,185.0
286,185.0
287,185.0
296,185.0
308,185.0
334,185.0
349,185.0
362,185.0
378,185.0
395,185.0
407,185.0
432,185.0
442,185.0
453,185.0
458,185.0
469,185.0
491,185.0
492,185.0
493,185.0
505,185.0
509,185.0
515,185.0
520,185.0
521,185.0
522,185.0
527,185.0
529,185.0
542,185.0
601,185.0
607,185.0
621,185.0
632,185.0
634,185.0
689,185.0
716,185.0
717,185.0
753,185.0
761,185.0
779,185.0
799,185.0
800,185.0
806,185.0
829,185.0
859,185.0
869,185.0
880,185.0
945,185.0
946,185.0
947,185.0
965,185.0
966,185.0
971,185.0
981,185.0
986,185.0
